"OBÈINE","SKD DEJAVNOST","2020M01 (zaèasni podatki)","2020M02 (zaèasni podatki)","2020M03 (zaèasni podatki)","2020M04 (zaèasni podatki)","2020M05 (zaèasni podatki)","2020M06 (zaèasni podatki)","2020M07 (zaèasni podatki)","2020M08 (zaèasni podatki)","2020M09 (zaèasni podatki)","2020M10 (zaèasni podatki)","2020M11 (zaèasni podatki)","2020M12 (zaèasni podatki)","2021M01 (zaèasni podatki)","2021M02 (zaèasni podatki)","2021M03 (zaèasni podatki)","2021M04 (zaèasni podatki)","2021M05 (zaèasni podatki)","2021M06 (zaèasni podatki)","2021M07 (zaèasni podatki)","2021M08 (zaèasni podatki)","2021M09 (zaèasni podatki)","2021M10 (zaèasni podatki)","2021M11 (zaèasni podatki)","2021M12 (zaèasni podatki)","2022M01 (zaèasni podatki)","2022M02 (zaèasni podatki)","2022M03 (zaèasni podatki)","2022M04 (zaèasni podatki)","2022M05 (zaèasni podatki)","2022M06 (zaèasni podatki)","2022M07 (zaèasni podatki)","2022M08 (zaèasni podatki)","2022M09 (zaèasni podatki)"
"Laško","P Izobraževanje",62271,50741,34995,13683,29725,42257,23566,22197,49089,47977,27396,28345,30420,38454,55488,39238,49829,40951,24099,26433,48576,54512,66576,65393,67714,55145,58939,51103,50980,45023,33366,29612,55452
"Laško","Q Zdravstvo in socialno varstvo",19122,15896,15782,12780,10790,12932,14211,13933,14552,18276,17383,19639,20089,17173,18897,15931,15140,14608,14778,13741,13703,16797,18553,21989,21686,17408,18687,14881,13616,14772,14625,13901,14226
"Laško","R Kulturne, razvedrilne in rekreacijske dejavnosti",9649,7680,5505,4543,4232,5218,5619,5734,7394,7382,7530,6837,19298,12102,12502,11859,13184,13195,13581,13538,12037,13983,13024,14122,14518,13086,13701,13191,14076,14787,20353,14429,14363
"Laško","S Druge dejavnosti",8655,7979,5205,2802,4978,4914,5097,4666,2869,5812,3916,7288,7998,8471,9713,7803,6466,4734,4575,4282,4695,6391,8295,11426,12823,10071,11023,7746,5893,4462,4430,4285,4785
"Laško","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Laško","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Laško","X Neznano",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Lenart","SKD Dejavnost - SKUPAJ",2827528,2591235,2520109,1479740,1677185,2021392,2130528,2206098,2405622,2551920,2531926,2432813,2547582,2395274,2734473,2348286,2357826,2430954,2450112,2162711,2194734,2451122,2731246,2681361,2762135,2533297,2725096,2302097,2327429,2444337,2409458,2449547,2527115
"Lenart","A Kmetijstvo in lov, gozdarstvo, ribištvo",47254,46513,51401,38301,38824,52538,32127,46267,67071,128772,76101,40397,40225,52593,43800,30390,29719,38465,49165,36994,49583,82183,91880,54926,46631,42494,45149,35421,39274,47008,55970,43791,56484
"Lenart","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lenart","C Predelovalne dejavnosti",1485647,1445525,1454711,650392,776727,1039479,1114331,1213596,1350078,1434799,1452557,1348492,1495005,1386854,1570643,1330929,1361277,1346482,1262160,1097586,1160584,1231630,1324005,1271738,1392524,1321153,1436889,1112699,1173437,1246940,1213521,1233487,1335709
"Lenart","D Oskrba z elektrièno energijo, plinom in paro",24580,18164,16702,13638,6124,1543,2125,2285,2773,13012,16493,19963,19698,16099,16003,13760,6664,2200,2132,1977,1890,12950,16715,20655,23331,19537,20442,16673,5355,1862,1765,1870,5228
"Lenart","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Lenart","F Gradbeništvo",54793,66747,68356,60622,58735,57295,50340,51961,58501,66169,66266,66840,48138,45538,66600,51345,62993,60069,58023,50325,53971,75615,75757,64474,40112,46375,72990,63625,63268,65972,62456,61105,61936
"Lenart","G Trgovina, vzdrževanje in popravila motornih vozil",338649,303660,285785,263936,294534,313447,338086,347000,316543,307534,311919,338433,328360,292029,330435,309019,279258,331943,370102,327776,303030,304062,424514,421821,416316,416586,394364,392202,372710,386823,410658,407918,355121
"Lenart","H Promet in skladišèenje",25621,21297,24610,21791,23114,23191,25073,23899,21508,15475,17144,17256,18761,18861,23349,22520,23357,44041,25096,23225,21849,22176,21668,24278,24729,21439,23584,39820,24654,31926,26446,25778,22700
"Lenart","I Gostinstvo",61531,55258,41711,24871,43276,58720,62633,63175,61853,49673,30692,28558,28068,25903,28791,29133,39666,47198,55755,54545,51474,53526,52732,58672,57804,79459,65943,59327,56416,59172,59643,57357,51878
"Lenart","J Informacijske in komunikacijske dejavnosti",42115,35398,39591,37846,35870,44762,36941,37535,38776,35290,35025,38209,35934,33891,37368,36219,33234,39057,40197,39570,37863,34390,36584,37521,37391,33846,37486,35971,37302,41188,43661,44329,40725
"Lenart","K Finanène in zavarovalniške dejavnosti",39614,28518,23229,15415,22598,24965,26504,26610,27055,14553,19674,23144,24933,25897,27132,23014,22882,27227,28205,25792,22614,29116,29731,35189,35510,27834,30686,22544,23019,25981,29412,28044,24089
"Lenart","L Poslovanje z nepremièninami",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,58288,64951,64309,51873,56646,46754,57511,55807,54445,57335,66667
"Lenart","M Strokovne, znanstvene in tehniène dejavnosti",39564,31009,30375,20004,21670,20694,24606,21158,23726,27190,33389,35859,35876,32793,37730,30048,29954,28464,30030,24983,25014,28493,33311,36061,43110,36615,37551,30260,27811,28194,27716,27860,26559
"Lenart","N Druge raznovrstne poslovne dejavnosti",167256,133711,109042,46960,41720,57418,66019,29512,95514,77500,101312,65385,66448,72791,143769,133160,121028,113701,168212,126500,109422,162417,177806,170624,169246,83242,137384,132916,132657,126254,83854,114624,136275
"Lenart","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",85149,69024,64813,53923,52363,53044,51733,61616,63271,53517,72370,80881,76384,68938,70200,58442,64581,54911,59594,60844,57604,67499,67571,76325,73655,67893,64135,53341,50204,49425,52221,55272,55271
"Lenart","P Izobraževanje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Lenart","Q Zdravstvo in socialno varstvo",213828,178679,177114,139238,139326,136536,145080,154805,138232,185073,172338,167328,167665,175429,182481,165172,149939,153709,179994,173299,161396,164786,168472,174672,172154,149019,156045,137251,143066,160646,186716,185006,171114
"Lenart","R Kulturne, razvedrilne in rekreacijske dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Lenart","S Druge dejavnosti",17474,12848,11873,5341,9883,7933,10824,10410,10163,11287,9885,13436,16741,13955,13728,10896,10962,12952,10604,11218,10624,14108,16413,24539,23552,18159,19151,13551,12990,13432,12453,14011,13661
"Lenart","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lenart","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lenart","X Neznano",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Lendava/Lendva","SKD Dejavnost - SKUPAJ",7344289,7000726,7078583,6336166,6956676,7226897,3306695,7489064,7606466,7803654,7314097,7471684,7577660,6937132,7619688,7144268,7534899,7615350,4637271,7156202,7313500,7460299,7122105,7226602,7304921,6757250,7518153,7112540,7436466,7564816,4246265,7442411,7412070
"Lendava/Lendva","A Kmetijstvo in lov, gozdarstvo, ribištvo",23235,22394,17685,10233,11814,19367,38058,18630,20189,38904,38536,21470,22545,17915,14805,13789,14139,21353,44720,22307,22596,62725,33515,22665,21836,19620,18543,16199,16512,18867,33558,16233,32481
"Lendava/Lendva","B Rudarstvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Lendava/Lendva","C Predelovalne dejavnosti",5669695,5517413,5723080,5317475,5878599,5991204,1893530,6024085,6232435,6376512,6002675,6023397,6165725,5683727,6279307,5937270,6314952,6294456,3244615,5807178,6034086,6067816,5750562,5749420,5880785,5507541,6189849,5894065,6199490,6230494,2873593,5993653,6086229
"Lendava/Lendva","D Oskrba z elektrièno energijo, plinom in paro",5660,5183,5515,6998,6946,6324,5984,1633,1644,1532,1405,2432,1521,1310,1360,1296,1344,1519,1633,1678,1440,1462,1801,2588,1766,1657,1840,1876,2484,2117,2110,2037,2021
"Lendava/Lendva","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",323139,299645,334081,285083,293076,292752,233141,288174,293016,309958,266088,323726,309956,282916,305571,285492,300455,295694,261464,260177,265700,273654,245407,196273,185185,183126,208596,207918,223463,208011,170511,302673,257117
"Lendava/Lendva","F Gradbeništvo",55700,48031,43384,32424,35720,36621,33795,34534,33489,39964,45472,48468,56365,44168,41133,36603,32986,26734,28631,29496,35883,37306,48836,50112,47549,36689,37455,26727,22968,20539,22293,24747,28203
"Lendava/Lendva","G Trgovina, vzdrževanje in popravila motornih vozil",436692,384331,370407,299843,311376,347528,440896,441080,399224,407811,397128,446836,432960,382549,421812,383121,375874,415761,458250,443917,399641,405406,407758,447211,435557,381912,433268,382532,438385,482706,508899,501994,444826
"Lendava/Lendva","H Promet in skladišèenje",23882,19993,17569,13633,13184,12661,13291,14582,15918,16744,17180,20672,19382,16376,18042,15243,14669,14089,14964,15249,17146,19116,21090,22155,21077,18560,18821,15539,14809,13852,15591,15648,16542
"Lendava/Lendva","I Gostinstvo",292228,260194,159871,54576,75683,160908,240329,252978,232550,203599,145722,135077,132382,118589,112233,101754,116363,149949,186162,179050,160543,153866,134229,124237,112502,107265,120987,107911,120823,186993,229501,237878,203412
"Lendava/Lendva","J Informacijske in komunikacijske dejavnosti",49971,47241,50401,49827,52840,54280,84751,61753,55291,55660,51288,52549,51781,47585,52758,50372,54180,58650,61140,58495,54743,67781,65265,68364,68319,61972,12397,56116,59690,57466,53167,55187,55542
"Lendava/Lendva","K Finanène in zavarovalniške dejavnosti",6753,5419,5521,4645,6107,7409,7379,9012,7574,6479,6258,7247,6897,6253,6443,7326,6075,8282,6893,7588,6666,6660,6173,7746,7120,6316,6895,5757,6560,7732,8536,8146,7216
"Lendava/Lendva","L Poslovanje z nepremièninami",67362,62447,60513,48258,51632,65476,77140,79081,68564,62561,57072,60236,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,28266,22632
"Lendava/Lendva","M Strokovne, znanstvene in tehniène dejavnosti",14494,11323,9905,6598,6790,7350,834,7765,7298,8762,8788,13015,12187,10886,11428,8767,8202,7495,8406,7448,7612,9243,11872,13616,14325,10440,12501,8910,6732,7198,8469,9993,9003
"Lendava/Lendva","N Druge raznovrstne poslovne dejavnosti",2839,2274,2318,1652,1287,148,N,832,N,1039,1465,2201,2656,2430,2442,1673,1104,724,N,553,521,1005,2007,3220,3635,2682,2681,1392,525,403,364,386,473
"Lendava/Lendva","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",147638,130035,117678,94298,83843,83944,88741,95853,85517,106088,120402,144478,135330,110195,109404,91588,82423,77886,85268,89569,94977,115709,123276,223274,211051,172142,182251,156395,145899,145994,146921,88848,89516
"Lendava/Lendva","P Izobraževanje",71061,57309,45537,22382,31948,36590,27760,35409,45564,54886,40572,45808,50929,46972,62307,46738,48922,49541,36403,39502,47711,55172,64952,66032,69053,55565,60393,51244,47115,47911,31627,33941,48665
"Lendava/Lendva","Q Zdravstvo in socialno varstvo",55084,47894,46743,39842,41661,45068,54012,54536,45991,49055,50003,55464,51641,46236,50561,45008,47133,55054,62026,54724,45313,50321,53127,57095,58188,50135,52585,45776,45443,51446,53897,52486,43353
"Lendava/Lendva","R Kulturne, razvedrilne in rekreacijske dejavnosti",21496,18824,14734,10958,11318,13664,16684,18291,15594,16942,14801,13831,15909,14312,14180,12909,12259,15492,16267,16455,14877,20851,24173,30277,26966,23767,18303,16966,16395,16726,19082,31752,19536
"Lendava/Lendva","S Druge dejavnosti",23505,17009,13636,8818,9938,9230,10640,10805,9940,12476,14109,18631,18495,18581,17779,15510,14172,12785,12177,17726,11249,10210,16269,24524,23328,21643,21320,16907,11218,6272,6140,11895,12347
"Lendava/Lendva","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lendava/Lendva","U Dejavnost eksteritorialnih organizacij in teles",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Lendava/Lendva","X Neznano",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Litija","SKD Dejavnost - SKUPAJ",5670996,5438107,5158841,4128711,4155275,4361633,5418600,4166962,5524790,5937334,5553774,5211693,5415902,5220938,5790004,5240197,5430149,5524503,5476044,4193848,5349687,5657311,5702585,5687794,5628376,5306058,5811006,5040831,5352922,5324278,5548598,4144333,5073439
"Litija","A Kmetijstvo in lov, gozdarstvo, ribištvo",1300,1216,1289,1380,1273,1269,1309,1309,584,1256,1518,1279,1279,1157,1279,216,844,705,1195,1274,1718,1180,1015,1200,1115,991,1083,1226,1633,1342,1396,1417,1185
"Litija","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Litija","C Predelovalne dejavnosti",3598108,3576970,3429093,2756510,2650899,2673403,3537208,2332505,3562898,3853793,3669952,3246249,3379463,3299064,3648939,3293400,3389731,3490019,3439003,2252183,3453252,3453709,3448156,3381212,3283538,3199268,3450719,2962118,3123628,3155396,3327978,1961901,2978916
"Litija","D Oskrba z elektrièno energijo, plinom in paro",8077,2867,2606,1813,1007,731,1092,1075,761,2048,2907,6261,5518,3211,3031,2252,1416,592,710,713,459,748,2127,2806,3508,1811,1536,1056,468,815,3112,3026,3300
"Litija","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",101248,86833,87194,84549,73724,92063,95318,90893,95050,105589,95994,103901,102221,84807,94125,79844,104896,95738,97132,93418,92861,84581,79250,86952,95045,86199,98095,71396,88853,67717,66585,70021,70368
"Litija","F Gradbeništvo",28444,37194,26880,21900,24105,26304,31670,26610,29099,32006,29718,29302,35016,37406,46286,54101,32160,29186,30220,30207,34615,39307,41170,46981,69354,41048,51725,42809,48152,32587,32088,33159,39492
"Litija","G Trgovina, vzdrževanje in popravila motornih vozil",387974,343765,356035,299335,342024,378366,418382,423315,376132,374746,342695,366521,356269,339293,376581,346219,354828,392611,420938,411150,366231,361417,359741,368975,374782,340771,373531,372794,375106,400469,420097,419606,364222
"Litija","H Promet in skladišèenje",40225,32193,29481,21730,18780,16065,13900,13635,15845,22097,27230,36098,31013,25577,26102,21867,17362,13130,14561,15183,15877,23976,36564,42682,40367,31218,30270,21662,17621,14500,14643,16196,17593
"Litija","I Gostinstvo",59570,46875,38229,39970,25241,46032,54728,52353,46923,41801,33605,29068,25748,26644,33415,22994,32501,45468,53207,52382,49315,50261,53570,52547,56669,51108,63878,57610,71988,56094,53587,57983,49879
"Litija","J Informacijske in komunikacijske dejavnosti",58447,53024,56878,56222,61616,61329,63975,64136,58451,60542,57767,60952,59542,53877,60404,74980,58163,60169,63900,65124,61306,64516,61987,63326,64201,58294,63541,63077,61109,63032,64203,64975,60287
"Litija","K Finanène in zavarovalniške dejavnosti",11601,10470,10627,11745,11433,12214,13307,12883,12140,11462,10264,11073,10951,9995,10601,11637,11688,12638,12790,12761,9160,10506,10235,11201,11342,10014,10818,10499,10679,11640,12155,12067,10988
"Litija","L Poslovanje z nepremièninami",1081398,1009252,897117,677883,759153,849546,989291,944708,1094441,1197836,1057488,1059935,1169492,1127729,1245694,1145401,1215978,1174784,1134780,1040394,1051802,1331681,1333405,1329544,1320397,1234089,1345885,1166511,1325891,1272094,1316617,1265534,1241701
"Litija","M Strokovne, znanstvene in tehniène dejavnosti",25355,20348,19851,16505,17047,17006,17791,17755,9476,18514,18444,25534,19682,16883,18941,14220,17058,17065,19967,21700,16502,22738,29826,35886,48148,30591,32958,24502,20583,22480,22263,23099,18886
"Litija","N Druge raznovrstne poslovne dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Litija","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",96327,69328,66999,59387,50527,52912,53319,56698,70830,78309,82049,103450,88011,76807,85715,73911,65311,62427,65155,68636,74978,80018,94591,98011,99045,85407,87208,85478,76183,68568,67596,74187,71568
"Litija","P Izobraževanje",63269,55621,43886,19538,39921,55561,45447,46201,70953,54659,43134,43363,42087,37119,50894,37049,50574,53671,43095,42983,59252,53510,56942,56588,56640,45486,96814,47971,52952,84363,71251,70467,75434
"Litija","Q Zdravstvo in socialno varstvo",49612,44599,43953,35075,35202,36545,36627,37990,39980,39181,36067,39539,39249,37847,45245,42271,40131,38207,39478,40268,33786,44230,48421,52545,51117,46605,49022,42698,38588,39957,40534,39901,40228
"Litija","R Kulturne, razvedrilne in rekreacijske dejavnosti",14113,10162,8044,N,5456,8072,8601,8649,9054,8439,6009,8355,9864,11720,12530,13702,7706,8947,8811,8859,8274,9694,10087,10442,13223,9581,10130,27049,13806,11633,12814,11049,9662
"Litija","S Druge dejavnosti",4839,4611,4932,N,4220,4534,5229,5325,1906,6704,4824,6842,7545,5600,6438,46,7056,5064,5446,6233,4720,5821,10342,8718,9129,7866,8045,11575,6660,5957,5571,5524,6756
"Litija","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Litija","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Litija","X Neznano",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,23788,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Ljubljana","SKD Dejavnost - SKUPAJ",111294541,104660887,99322866,77802984,89521088,100056593,113073784,108376962,106759057,102073488,94638750,95861019,99157675,91335792,104043450,96484351,102734953,113233595,119880785,113912688,108336919,108054771,105770460,110576011,111451868,98889775,110699984,100854227,110451086,118213120,118530140,117099694,106963424
"Ljubljana","A Kmetijstvo in lov, gozdarstvo, ribištvo",17448,18795,14310,16289,11799,16614,17191,16625,17731,18090,19044,21745,23571,22025,25994,20315,21653,20907,21155,19991,17478,19107,20517,19960,26119,21812,26738,19616,19042,17919,18409,17916,16864
"Ljubljana","B Rudarstvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Ljubljana","C Predelovalne dejavnosti",37656241,37475247,37743013,27489352,31333838,34465518,37961970,36146654,37791784,37138609,35304844,31908845,34849204,33165192,38577389,36922527,38470720,41376134,43312066,40784755,40529239,38967297,36946115,35225060,37134779,34902757,39696663,36536785,39891759,42764609,41647559,41989521,39811457
"Ljubljana","D Oskrba z elektrièno energijo, plinom in paro",182990,152946,142967,111361,214515,328049,162508,161783,347390,157358,235268,296280,310457,282254,295525,374988,249987,268010,323960,300856,257106,298778,601681,1426426,1221545,668551,663855,496197,484035,465914,509370,550658,480934
"Ljubljana","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",2374035,2217106,2419254,2185986,2470080,2371046,2487376,2402793,2459351,2296352,2488620,2552021,2536143,2255963,2799411,2700340,2586693,2594023,2772678,2743925,2655534,2815215,2700192,2746975,2794101,2384496,2736368,2539388,2734228,2609424,2541964,2516397,2456368
"Ljubljana","F Gradbeništvo",842352,628990,642312,453394,496302,478452,529205,530726,520794,659715,695957,972456,982708,830456,771930,618317,570600,471254,491209,465824,442538,644708,773423,993256,1047977,897645,945328,722787,661453,676459,675605,957889,656780
"Ljubljana","G Trgovina, vzdrževanje in popravila motornih vozil",13054516,12611842,11325257,9731066,11151442,12211670,13689334,13842581,12700996,11976699,11040615,11851726,11507428,10594759,12015642,10560570,11429362,13039618,14255583,13444868,12099743,12070212,12059689,13002796,12723338,11008330,12006390,10963395,12328849,13116788,13526960,13080637,11531679
"Ljubljana","H Promet in skladišèenje",4810174,4354707,3851856,2974280,3568203,4398497,5089311,5052087,4581908,4139098,3772096,3984545,3991125,3619231,4183873,3808835,4164599,5181410,5628657,5370024,4758077,4704365,4526226,4998405,4865054,4173288,4646418,4252904,4825595,5275469,5553818,5300873,4487060
"Ljubljana","I Gostinstvo",5033114,4528775,3243593,1905117,2851767,3707982,4481872,4641916,4225702,3476802,2455224,2569846,2622876,2287580,2736200,2730104,3553755,4438190,5019330,4921537,4403490,4512761,4324770,4775832,4646728,4008998,4663759,4424479,4954772,5430751,5567090,5513599,4878994
"Ljubljana","J Informacijske in komunikacijske dejavnosti",4794541,4688514,4824690,4638497,4865524,5099684,5482314,5518136,5125314,4965019,4652975,4816298,4792859,4353627,4791353,4614128,4962028,5325063,5690916,5515289,5068479,5001020,4794994,5009096,4983869,4492662,5069320,4901201,5381491,5530197,5706689,5541514,4982268
"Ljubljana","K Finanène in zavarovalniške dejavnosti",2497021,2247767,2193258,1924918,2224076,2558442,2871116,2828941,2614645,2327642,2200475,2343460,2500328,2145515,2331022,2199980,2365206,2749838,2954797,2759473,2522035,2389239,2319266,2504072,2463333,2119641,2371158,2193313,2506682,2738530,2879124,2761468,2345206
"Ljubljana","L Poslovanje z nepremièninami",13057727,12063452,11104679,8630182,10509705,12352694,15958006,12181256,12903315,12124378,10800637,11761026,12015055,11012644,12277314,11168602,11979553,13334893,13838049,13216686,12543063,12591806,12295340,13702328,13552923,12005245,13347949,12014390,13180661,14422917,14931792,14307615,12624113
"Ljubljana","M Strokovne, znanstvene in tehniène dejavnosti",5060091,4504895,3977912,3142444,3873204,4417350,5146652,5400327,4705601,4322870,3859044,4330713,4385607,4092773,4608994,4196111,4614447,5181624,5687807,5400449,4810552,4871422,4839991,5176979,5170930,4473203,4960158,4479407,5033790,5478331,5565246,5459878,4752114
"Ljubljana","N Druge raznovrstne poslovne dejavnosti",1469563,1250293,1218314,915399,1059942,1174139,1244875,1235844,1216766,1238886,1229262,1266893,1277149,1187386,1298129,1068647,1136650,1232955,1212639,1153975,1217576,1215041,1247051,1265300,1210303,1065141,1269042,1078369,1113867,1162092,1105852,1087724,1076391
"Ljubljana","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",4687806,4177717,4241209,3807963,3957078,4117866,4560543,4576574,4274972,4404278,4347897,4698941,4673668,4014916,4307070,3952173,4072076,4344316,4611705,4337704,4181531,4350510,4332639,4654691,4570718,3934126,4220758,3774394,4008537,4223457,4363937,4248614,3789466
"Ljubljana","P Izobraževanje",4554097,3893624,3276252,2201369,2710665,3317038,3280198,3326795,3728284,3770972,3154280,3342465,3417209,3233539,3926732,3256815,3689094,3800217,3470925,3259684,3621044,4143347,4533903,4747387,4727463,3896476,4487280,3782054,3913044,4024462,3464184,3313822,3768863
"Ljubljana","Q Zdravstvo in socialno varstvo",5399615,4800659,4899609,4630173,5018684,5353279,6096403,6280808,5430127,5202783,5078601,5435890,5408707,4773876,5304709,5063480,5273775,6142683,6616643,6235304,5482101,5344460,5158916,5514367,5472129,4752166,5263486,4866546,5554671,6260757,6561124,6382103,5623360
"Ljubljana","R Kulturne, razvedrilne in rekreacijske dejavnosti",2710534,2370232,1800677,1122439,1421303,1901115,2065680,2286606,2314735,2014498,1697898,1877828,1963071,1778310,2066167,1775091,2064672,2186600,2360175,2449184,2307325,2421548,2499999,2797463,2809443,2383349,2555916,2304948,2389763,2526506,2430561,2532866,2329877
"Ljubljana","S Druge dejavnosti",982773,856569,690900,503226,607648,640422,741489,731157,710875,691575,603577,773824,808344,708365,751565,628261,639230,703625,729046,677283,641580,729780,785254,980496,896443,773477,829536,699910,690609,748357,746043,722294,693267
"Ljubljana","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ljubljana","U Dejavnost eksteritorialnih organizacij in teles",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Ljubljana","X Neznano",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Ljubno","SKD Dejavnost - SKUPAJ",1960388,2008077,1842696,895577,859810,1130219,1196463,1826810,1890541,1929053,1902600,1791839,2097512,1879544,2190576,1842633,1993577,2017619,1302691,1852256,1682968,1559463,1577646,1792819,2064246,1879902,1968224,1545242,1912764,1971224,1186581,2050905,1829366
"Ljubno","A Kmetijstvo in lov, gozdarstvo, ribištvo",z,z,z,z,2277,2865,3350,3457,2977,1598,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Ljubno","B Rudarstvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Ljubno","C Predelovalne dejavnosti",1722846,1807435,1716453,804002,762389,1010791,1066166,1688279,1758154,1801951,1789161,1586383,1920687,1736754,2055185,1728131,1877188,1897628,1172155,1719757,1562179,1424831,1413156,1515062,1819644,1691386,1802915,1425933,1797863,1858455,1071394,1931604,1713737
"Ljubno","D Oskrba z elektrièno energijo, plinom in paro",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Ljubno","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Ljubno","F Gradbeništvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,15,6,24,24
"Ljubno","G Trgovina, vzdrževanje in popravila motornih vozil",32218,29283,29580,26929,27472,28719,32102,32594,29200,29535,23992,41037,45033,36733,39033,35417,33986,33610,35670,33593,27362,28933,32622,43630,38648,30822,33303,29203,29557,28820,30507,30092,26805
"Ljubno","H Promet in skladišèenje",3438,2832,2508,1863,1098,907,1007,1163,983,1498,2124,5435,4365,3908,4391,2606,1972,1522,1661,1500,1434,2020,3318,5446,5090,4082,4390,2502,2049,1680,1599,1458,2054
