"OBÈINE","SKD DEJAVNOST","2020M01 (zaèasni podatki)","2020M02 (zaèasni podatki)","2020M03 (zaèasni podatki)","2020M04 (zaèasni podatki)","2020M05 (zaèasni podatki)","2020M06 (zaèasni podatki)","2020M07 (zaèasni podatki)","2020M08 (zaèasni podatki)","2020M09 (zaèasni podatki)","2020M10 (zaèasni podatki)","2020M11 (zaèasni podatki)","2020M12 (zaèasni podatki)","2021M01 (zaèasni podatki)","2021M02 (zaèasni podatki)","2021M03 (zaèasni podatki)","2021M04 (zaèasni podatki)","2021M05 (zaèasni podatki)","2021M06 (zaèasni podatki)","2021M07 (zaèasni podatki)","2021M08 (zaèasni podatki)","2021M09 (zaèasni podatki)","2021M10 (zaèasni podatki)","2021M11 (zaèasni podatki)","2021M12 (zaèasni podatki)","2022M01 (zaèasni podatki)","2022M02 (zaèasni podatki)","2022M03 (zaèasni podatki)","2022M04 (zaèasni podatki)","2022M05 (zaèasni podatki)","2022M06 (zaèasni podatki)","2022M07 (zaèasni podatki)","2022M08 (zaèasni podatki)","2022M09 (zaèasni podatki)"
"Slovenske Konjice","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slovenske Konjice","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Slovenske Konjice","X Neznano",147865,141828,150618,103415,114668,80569,134769,78564,129881,126923,116680,17003,16017,12500,13470,12504,11758,15588,12840,12254,10612,19326,21069,42372,22065,17964,19179,15449,12312,9781,11140,14445,11884
"Sodražica","SKD Dejavnost - SKUPAJ",1055145,987849,1100979,1095562,1002429,1121162,1102840,1086235,1039560,1154115,1126696,919250,1052273,1069883,1032980,1117116,1184597,1092839,1115924,1147747,1136960,1175957,1070368,1000318,1172634,953677,1073065,1086709,1155092,1079203,1103222,1143169,989859
"Sodražica","A Kmetijstvo in lov, gozdarstvo, ribištvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sodražica","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sodražica","C Predelovalne dejavnosti",857697,830758,946147,969516,876782,967280,945382,936872,884959,985546,966604,757698,879056,904955,856972,962747,1009769,937443,944544,987135,974761,989249,900871,814795,946990,778645,899121,927428,979908,912147,937829,986706,824355
"Sodražica","D Oskrba z elektrièno energijo, plinom in paro",7944,3791,4143,2675,590,1474,1194,1353,1212,2354,3466,4157,3778,5905,5098,4791,2961,2232,2357,1560,1236,2604,3205,5182,7080,3992,2908,1986,1450,969,1150,859,832
"Sodražica","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Sodražica","F Gradbeništvo",185,228,185,184,N,134,138,138,135,138,133,144,263,z,z,z,z,N,z,z,435,z,z,z,z,z,z,z,z,z,z,z,z
"Sodražica","G Trgovina, vzdrževanje in popravila motornih vozil",56743,50928,52420,42803,45603,52579,49546,50435,50794,51357,51141,51845,50197,48671,51056,49289,56081,53020,56297,54898,48600,51112,51598,47985,52114,45902,50812,45470,54807,49823,47404,45160,44866
"Sodražica","H Promet in skladišèenje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Sodražica","I Gostinstvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,9074,8099,7714,7551,14138,7167,z,8895,7492
"Sodražica","J Informacijske in komunikacijske dejavnosti",14167,13341,14343,14029,15595,14225,14787,14842,14153,14537,13829,9885,14033,12916,14221,14017,16656,14636,13772,14112,13602,13877,13494,15150,20191,13361,14829,14666,14650,14924,15390,15278,14543
"Sodražica","K Finanène in zavarovalniške dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sodražica","L Poslovanje z nepremièninami",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Sodražica","M Strokovne, znanstvene in tehniène dejavnosti",z,z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sodražica","N Druge raznovrstne poslovne dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z
"Sodražica","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",15652,11657,10676,8505,7533,8319,7912,8377,10995,13210,11320,15390,13014,12508,12038,10368,9041,z,10313,8641,9753,15843,13257,13995,15501,11891,11682,10403,14243,8826,8584,9072,9991
"Sodražica","P Izobraževanje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Sodražica","Q Zdravstvo in socialno varstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sodražica","R Kulturne, razvedrilne in rekreacijske dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z
"Sodražica","S Druge dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Sodražica","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sodražica","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sodražica","X Neznano",31735,12769,12562,10946,13748,12718,13967,13697,13796,24633,18277,12296,34968,12495,23782,17274,24388,6143,14847,14964,14063,15148,14956,16183,35338,18704,13642,13717,13485,14806,13824,13929,13569
"Solèava","SKD Dejavnost - SKUPAJ",102805,96450,81416,64929,77130,104164,119374,126130,122057,98720,80066,79013,92952,82931,94958,82768,99601,112159,127283,130410,127702,119383,104005,123311,120909,105448,110736,99696,109772,115977,124072,133785,119848
"Solèava","A Kmetijstvo in lov, gozdarstvo, ribištvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Solèava","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solèava","C Predelovalne dejavnosti",26365,23864,26569,23252,26033,30871,30474,33050,35839,32012,32371,26877,30652,30888,38641,34815,34309,32562,35293,32321,38479,38117,40697,40666,43721,36940,38444,31406,34214,32388,31054,36233,36039
"Solèava","D Oskrba z elektrièno energijo, plinom in paro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solèava","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solèava","F Gradbeništvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Solèava","G Trgovina, vzdrževanje in popravila motornih vozil",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Solèava","H Promet in skladišèenje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Solèava","I Gostinstvo",39587,41299,26919,20142,24875,42934,54032,57337,53261,38510,23286,23922,30777,25011,28405,23572,37888,48962,59104,62268,55951,51798,38759,49539,45346,40141,42690,42572,45467,51484,57927,60080,50142
"Solèava","J Informacijske in komunikacijske dejavnosti",8559,7933,8574,8362,8736,8634,9085,9147,8482,8602,8256,8022,8316,7558,8326,8085,8413,8404,8722,9934,9877,9903,8991,9504,9253,8580,9348,9201,9940,9670,9841,10225,9244
"Solèava","K Finanène in zavarovalniške dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solèava","L Poslovanje z nepremièninami",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solèava","M Strokovne, znanstvene in tehniène dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Solèava","N Druge raznovrstne poslovne dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Solèava","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",14168,11006,7940,5969,5532,5832,7010,6970,6895,7468,7864,10719,11629,8156,7934,6571,6118,5563,6215,6134,5667,6980,7873,13003,13442,12062,11071,7718,8090,8116,10440,11119,9424
"Solèava","P Izobraževanje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Solèava","Q Zdravstvo in socialno varstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solèava","R Kulturne, razvedrilne in rekreacijske dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Solèava","S Druge dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Solèava","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solèava","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solèava","X Neznano",679,533,784,641,934,1552,1990,1790,1694,1072,840,865,968,768,749,725,641,633,546,648,546,683,481,507,512,527,519,540,563,497,546,594,933
"Središèe ob Dravi","SKD Dejavnost - SKUPAJ",286383,261932,267342,220061,236714,245102,285066,274651,300861,368404,317049,268917,269353,241509,254312,217958,218632,218443,259448,238074,271549,362869,348661,306839,308874,273135,268881,234237,246622,263089,282254,275443,315048
"Središèe ob Dravi","A Kmetijstvo in lov, gozdarstvo, ribištvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,18692,17905,13641,16157,8740,16767,59216,64950,17620,14800,13442,13261,13519,13783,15772,19988,21376,35253
"Središèe ob Dravi","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Središèe ob Dravi","C Predelovalne dejavnosti",82850,73450,78690,69183,69234,67618,74133,55842,76765,112008,88235,80575,84052,76239,82031,72917,74537,79848,73419,56933,86068,119236,100399,93739,97117,87670,96889,78152,84322,96696,78705,68032,103094
"Središèe ob Dravi","D Oskrba z elektrièno energijo, plinom in paro",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Središèe ob Dravi","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Središèe ob Dravi","F Gradbeništvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Središèe ob Dravi","G Trgovina, vzdrževanje in popravila motornih vozil",56700,51775,49799,41249,44015,48962,53555,73834,68064,59346,53834,52758,52916,47902,52650,39425,41104,44119,76917,75685,64438,56785,54428,55859,60519,46619,39606,35194,39567,44904,64751,66931,54715
"Središèe ob Dravi","H Promet in skladišèenje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Središèe ob Dravi","I Gostinstvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Središèe ob Dravi","J Informacijske in komunikacijske dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Središèe ob Dravi","K Finanène in zavarovalniške dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Središèe ob Dravi","L Poslovanje z nepremièninami",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Središèe ob Dravi","M Strokovne, znanstvene in tehniène dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Središèe ob Dravi","N Druge raznovrstne poslovne dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Središèe ob Dravi","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",19653,14731,12733,9305,8057,7916,8358,9638,10125,12903,14547,17221,18597,14287,13253,10539,9005,8516,9013,9963,10473,12527,11432,14178,14934,11105,11371,8549,7819,7394,7635,8119,8647
"Središèe ob Dravi","P Izobraževanje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Središèe ob Dravi","Q Zdravstvo in socialno varstvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Središèe ob Dravi","R Kulturne, razvedrilne in rekreacijske dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Središèe ob Dravi","S Druge dejavnosti",3011,2284,1571,581,1890,1803,2054,1916,1979,1678,748,1647,1846,1457,1616,1224,1944,1982,2079,2087,1910,1871,z,z,z,z,z,z,z,z,z,z,z
"Središèe ob Dravi","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Središèe ob Dravi","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Središèe ob Dravi","X Neznano",47447,54525,63508,49298,62255,64616,77019,74217,68654,74633,2049,2717,2013,1864,2033,2093,1326,1171,1316,1229,1564,1208,2729,2327,2082,1551,1874,1539,976,947,1292,912,826
"Starše","SKD Dejavnost - SKUPAJ",218764,202435,171051,129494,141881,133689,143753,151997,155159,164181,157959,189760,192432,175388,180903,165151,160255,160500,173392,162815,159475,178603,192015,223955,221547,188371,209649,168508,162511,167738,165699,168856,167846
"Starše","A Kmetijstvo in lov, gozdarstvo, ribištvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Starše","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Starše","C Predelovalne dejavnosti",24427,20086,19566,9921,11465,12832,11464,16834,20325,16459,18818,20482,23235,22081,19581,18313,13013,17183,14880,20196,21986,23284,19980,23576,26298,22347,23510,19206,18522,17698,13215,24428,18800
"Starše","D Oskrba z elektrièno energijo, plinom in paro",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Starše","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",4807,4524,4968,4307,4458,4118,3913,4009,4043,4602,4861,4960,5171,4036,4699,4265,4722,4441,5914,5046,5057,4534,4418,5466,5158,4096,4454,4159,4104,4018,3822,3780,4182
"Starše","F Gradbeništvo",3299,1399,1446,895,666,577,462,585,683,1117,1595,2157,2479,2997,2965,2538,2247,266,750,584,518,886,2136,6537,6911,5488,6216,4309,2139,1882,1376,1574,1892
"Starše","G Trgovina, vzdrževanje in popravila motornih vozil",42384,37903,39158,36048,40814,42076,44890,46534,42220,42156,38735,42401,41957,38792,42345,40782,43714,47771,49213,48484,43914,43388,42101,43841,42711,38155,42807,39769,46352,49193,52497,50755,44633
"Starše","H Promet in skladišèenje",7860,6869,6410,5622,5737,5562,3513,6196,5886,6453,N,6290,6125,5485,5745,5267,5234,4624,2917,4640,4416,4606,5561,8070,5839,4959,5659,2484,4038,3805,3988,4290,4941
"Starše","I Gostinstvo",11601,11044,7293,3250,9361,12183,13421,13706,12015,6898,3100,3047,3118,3353,3952,4636,8659,11164,12805,12872,11410,10594,10324,11711,11416,9895,12627,12002,12788,14470,15191,14684,12892
"Starše","J Informacijske in komunikacijske dejavnosti",18999,17268,18366,17492,17170,16407,17321,18197,17457,17371,18172,19643,19804,16559,18055,19056,18069,16145,20690,18666,16910,17641,18133,18790,18278,19010,21852,17030,17410,18572,19161,18790,17612
"Starše","K Finanène in zavarovalniške dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Starše","L Poslovanje z nepremièninami",z,z,z,z,z,z,z,z,z,z,z,z,z,z,602,570,541,321,521,475,z,z,z,z,z,z,z,z,z,z,z,z,z
"Starše","M Strokovne, znanstvene in tehniène dejavnosti",476,505,259,z,z,z,z,z,261,285,408,550,520,368,379,342,285,289,287,290,284,435,413,461,438,379,382,239,285,300,317,328,329
"Starše","N Druge raznovrstne poslovne dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Starše","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",48550,59244,35387,29035,24220,12342,19930,20550,22291,33596,36285,46191,44979,37310,35587,30063,22967,18586,26361,20619,21965,32824,37797,44899,43757,34192,36300,24450,21399,17112,20528,22815,23982
"Starše","P Izobraževanje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Starše","Q Zdravstvo in socialno varstvo",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Starše","R Kulturne, razvedrilne in rekreacijske dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Starše","S Druge dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,561,695,629,607,938,1245,1200,1302,1087,2698,1735,1122,742,508,542,810
"Starše","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Starše","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Starše","X Neznano",5137,3206,1959,1551,2696,2702,2371,2469,2215,2632,2237,5589,4063,2838,2779,2543,3032,3291,3287,3042,2929,5218,6346,7451,6571,5430,4572,3257,2128,2206,2737,2015,2206
"Straža","SKD Dejavnost - SKUPAJ",617570,554591,548160,482984,500780,489200,549527,416818,541905,603720,613756,610050,616955,604907,673771,567526,596114,541650,568075,416190,565416,627537,658316,637890,720125,609727,692290,546215,579438,565629,581225,439831,573523
"Straža","A Kmetijstvo in lov, gozdarstvo, ribištvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Straža","B Rudarstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Straža","C Predelovalne dejavnosti",58280,51193,53108,48554,46699,45567,51581,45839,52734,58119,58861,61134,64662,56812,60401,53598,48912,47566,49754,47296,50569,58148,58856,61476,55322,58465,76099,59600,55801,59777,54252,56886,59294
"Straža","D Oskrba z elektrièno energijo, plinom in paro",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Straža","E Oskrba z vodo, ravnanje z odplakami in odpadki, saniranje okolja",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Straža","F Gradbeništvo",49283,43088,41204,26620,25438,29307,33528,27576,28879,34523,41017,45049,49729,41786,49142,41008,32153,28846,33228,27573,26745,39387,47196,49789,48140,46403,46954,32994,25653,26961,27073,21524,24479
"Straža","G Trgovina, vzdrževanje in popravila motornih vozil",39159,34912,34516,50651,50082,49752,50206,35570,32035,33263,33782,35908,35097,31284,35507,33550,34538,37273,36799,33911,31917,34133,36148,39441,38471,33384,36428,32370,34865,36948,40364,37731,32278
"Straža","H Promet in skladišèenje",10529,5295,5619,3068,4801,4760,5625,7145,7117,6123,11827,9980,12474,10223,8821,6008,5678,5237,4538,5074,5260,7358,8288,11835,19213,11724,11613,6354,4459,4477,5005,6028,5465
"Straža","I Gostinstvo",16201,15367,10857,6319,14537,17289,18897,19101,17287,12346,6801,7404,7707,7108,10439,9475,14348,17300,16470,17336,16209,14604,12860,13693,14445,14351,16517,17351,18531,16084,17534,16766,14543
"Straža","J Informacijske in komunikacijske dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Straža","K Finanène in zavarovalniške dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Straža","L Poslovanje z nepremièninami",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Straža","M Strokovne, znanstvene in tehniène dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Straža","N Druge raznovrstne poslovne dejavnosti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Straža","O Dejavnost javne uprave in obrambe, dejavnost obvezne socialne varnosti",28980,26690,24787,18531,18850,18077,19113,z,24602,28496,30160,30631,29143,24902,24617,21008,20133,19512,20048,22217,23427,30328,28598,32025,30010,24648,26043,21880,22882,20045,19981,19277,20612
"Straža","P Izobraževanje",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Straža","Q Zdravstvo in socialno varstvo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Straža","R Kulturne, razvedrilne in rekreacijske dejavnosti",z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
"Straža","S Druge dejavnosti",5877,5376,4326,3324,3293,3964,4384,4519,4626,4811,3659,3855,3752,3221,3343,3265,3681,4101,4090,4161,3782,3882,3548,3573,3277,3042,3605,3670,3921,3924,3603,3983,3831
"Straža","T Dejavnost gospodinjstev z zaposlenim hišnim osebjem, proizvodnja za lastno rabo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Straža","U Dejavnost eksteritorialnih organizacij in teles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Straža","X Neznano",23179,21775,20337,18105,22667,23275,25996,26169,23698,20573,21235,22011,20753,18227,20495,20441,23352,26206,26746,22394,20060,18463,19556,24220,25947,11230,11307,10089,11513,11604,12263,12536,9814
"Sveta Ana","SKD Dejavnost - SKUPAJ",93183,82470,84968,77207,117775,90908,93372,94273,109091,140959,112657,90145,82778,69178,75139,74212,82968,85024,87567,85154,85511,128536,128367,103631,96760,76225,86645,79281,84716,71250,83851,80071,77104
